Name,Rating,Would Take Again (%),Difficulty,Department
Megan Graham,3.5,50,3.0,Anthropology
Jeffrey Kotyk,5.0,100,2.0,Religion
Joerg Overhage,4.1,86,3.3,Health Sciences
Suzanne Paterson,3.1,100,3.2,Science
Ian Morrison,2.8,0,4.0,Mechanical Engineering
Elizabeth Sowka,3.7,86,3.9,Japanese
Pauline Aucoin,2.7,100,2.4,Anthropology
Mehri Hadinezhad,3.2,100,4.3,Chemistry
Seema Zubair,3.0,50,2.2,Mathematics
Elana Aptowitzer,5.0,100,4.0,Public Affairs
Jia Liang Li,1.3,0,3.6,Mathematics
Sonia Chiasson,5.0,100,1.0,Computer Science
Chelsea Sheahan,3.0,43,3.3,Psychology
Ziqi Chen,3.6,100,3.0,Economics
Patricia Whiting,2.3,38,4.1,English
Steve Drew,5.0,100,3.0,Information Technology
Ramachandra Achar,5.0,100,2.8,Electrical Engineering & Computer Science
Dave Campbell,1.4,15,3.9,Statistics
Kristen Schell,2.0,0,3.0,Mechanical Engineering
Ozayr Saloojee,4.3,100,3.1,Architecture
Sermin Gungor,2.0,0,3.5,Business
Nasser Maqableh,1.0,0,4.5,Engineering
Nusrat Jahan,3.9,75,3.6,Economics
Christian Pasiak,4.1,78,2.0,Sociology Anthropology
Dobrila Rancic-Moogk,3.5,50,3.5,Business
dobrilla rancic,3.0,0,3.0,Business
Wendy Dempsey,4.7,100,4.0,Business
Randal Marlin,3.6,100,2.6,Philosophy
Mathieu Charbonneau,2.2,37,3.2,Sociology & Anthropology
Bridgette Desjardins,5.0,100,3.0,Law
John Goldak,1.2,0,5.0,Engineering
Simon Gurofsky,5.0,75,4.3,Philosophy
John Coleman,5.0,100,3.0,Engineering
Alexis Luko,4.8,100,1.5,Music
Jayne Yack,3.8,60,3.5,Biology
Jaswinder Kaur,1.8,0,3.5,Marketing
Kenneth Moats,4.6,100,1.8,Physics
Gail McMillan,4.0,100,3.0,Psychology
Brenda Baird,4.3,73,2.4,Psychology
Donald Beecher,3.0,38,3.4,English
Kristin Washco,5.0,100,4.0,Architecture
Sarah Anderson,1.9,0,4.4,Applied Language Studies
Vinh Tang,2.8,40,2.9,Engineering
Kimberly Bittermann,2.8,40,4.0,Political Science
Qadi Ala,3.6,75,3.6,Mechanical Engineering
Chris Penny,4.3,100,3.2,International Studies
Mohammed Ould Haye,2.6,0,3.1,Mathematics
Stephen Beamish,4.0,67,2.7,Business
Craig McFarlane,3.4,67,3.3,Law
Andriata Chironda,4.7,100,3.1,Interdisciplinary Studies
Michelle Mekarski,3.0,34,3.7,Biology
Bruce McKay,4.0,80,3.3,Biology
Thomas Gregoire,3.7,0,2.5,Physics
Kamari Clarke,2.4,43,3.5,Anthropology
Phuong-Tram Nguyen,5.0,100,3.5,Architecture
Paul Johns,3.0,67,4.0,Physics
Mary McGuire,3.4,0,3.2,Journalism
Joshua Shepherd,4.5,100,2.5,Philosophy
Cheryl Schramm,3.0,32,3.7,Engineering
Jason Gao,5.0,100,3.0,Mathematics
Hisham Al Khatib,5.0,100,3.6,English
Michael Gutland,1.0,0,4.0,Engineering
Montader Ali,2.0,25,4.5,Chemistry
Red Spirit,4.5,100,3.3,Mechanical Engineering
Melanie Adrian,3.6,25,2.7,Law
Fereshteh Yazdani,1.0,0,3.3,Mathematics
Chloe Poitevin,5.0,100,2.5,Environmental Studies
Boguslaw Jarosz,3.5,0,3.1,Science
Gail Carmichael,3.0,0,3.5,Computer Science
Jake Labelle,4.0,100,3.0,Technology
Anna Przednowek,3.2,50,3.5,Social Work
Alia Alkhathami,1.9,12,3.6,Statistics
Goldwyn Millar,4.5,96,2.4,Mathematics
Katherine Wayne,1.0,0,4.0,Philosophy
Ozan Gurcan,4.2,84,2.7,Philosophy
Daniel Siddiqi,4.5,100,2.9,Linguistics
Raymond Wallace,4.2,60,2.2,Engineering
Jessey Bird,5.0,100,3.7,Journalism amp Communication
Hassan Faryaar,4.0,100,3.0,Economics
Mami Kubota,5.0,100,2.0,Japanese
Allyson Green,2.5,100,1.0,Women's Studies
Roger Connah,3.9,60,2.1,Architecture
Gordon Deinstadt,4.4,84,1.7,Technology
Kyle Coady,4.7,100,2.3,Criminology
Richard Carson,3.8,60,2.2,Economics
George Dix,4.0,67,2.8,Geology
Dmitri Bakker,5.0,100,3.0,Business
Tom Everrett,5.0,100,1.5,Communication
Richard Brecher,2.8,38,3.7,Economics
Alyssa Staff,3.5,50,3.4,Chemistry
Rim Khazall,4.5,100,3.3,Neuroscience
Jose Sanchez,3.8,50,2.9,Film
James Mungall,5.0,100,4.0,Earth Science
Maria DeRosa,4.8,100,2.2,Chemistry
Robert Crutchley,1.9,25,4.1,Chemistry
Issaka Seidu,3.0,50,4.0,Chemistry
Ulrike Tallowitz,4.3,75,2.8,German
Andrew Smith,4.0,80,3.8,Psychology
Connie Kristiansen,3.0,50,3.9,Psychology
Warisa Sritriraranarak,1.3,0,3.2,Systems & Computer Engineering
Baha Uddin Kazi,2.4,38,2.9,Engineering
Angela Gulley,2.0,0,4.0,Earth Science
Trevor Purvis,4.6,92,3.0,Law
Basim Hafidh,1.0,0,3.8,Systems amp Computer Engineering
Kelly Fritsch,3.2,50,4.0,Sociology & Anthropology
Peter Gose,3.4,25,3.2,Anthropology
Geoffroy Kellow,3.9,34,2.9,Political Science
Iain Lambert,3.0,22,3.7,Science
Jonathan Malloy,4.1,67,2.8,Political Science
Saber Amini,4.8,80,3.1,Electronics
Stephanie Pyne,5.0,100,3.0,Canadian Studies
Bruce Hutcheon,4.2,93,3.6,Psychology
Jim Neubauer,3.0,0,2.5,Business
Warisa Sritriratanarak,1.0,0,3.0,Engineering
Calvin Plett,3.5,67,2.8,Engineering
Alan Bartley,3.1,100,2.0,Political Science
Samuel Asiedu,1.0,0,4.0,Business
Richard Yu,4.5,75,1.8,Information Technology
Mohamed Abdelazez,5.0,100,4.0,Systems & Computer Engineering
Nicolas Robert,1.9,20,3.2,Mathematics
Rhonda Kornberger,4.9,67,2.6,English As A Second Language
Caglar Dolek,5.0,100,2.5,Legal Studies
Therese Gagnon,3.5,60,3.1,French
Eddie Villarta,5.0,100,1.0,Information Technology
Glen Kit,3.2,40,3.4,Biology
Logan Cochrane,4.8,100,2.7,International Affairs
John Oommen,3.3,50,4.2,Computer Science
Yusra Osman,5.0,100,3.0,Social Work
John Howat,4.6,100,2.8,Computer Science
Neal Holtz,2.3,0,3.3,Engineering
M.H. Ogilvie,3.1,50,3.4,Law
Dane Rowlands,4.7,100,3.8,International Studies
Valerie Rochester,4.4,100,2.7,Economics
Oda Friesen,2.0,0,3.0,Political Science
Jessica Lynch,3.4,84,3.8,Applied Language Studies
David Jackson,2.3,16,3.9,Business
Rueben Benmergui,2.0,0,4.0,Law
Jerzy Elzanowski,3.5,100,2.7,Canadian Studies
Grace Adeniyi Ogunyankin,5.0,100,3.3,Women's Studies
Joan Mallet,4.0,100,3.7,Biology
Ralph Serin,3.5,12,3.3,Psychology
Jesse Stewart,4.3,100,3.5,Music
Bahram Samanfar,4.7,95,2.7,Biology
Khalife Chibani,4.3,100,3.3,Law
Diane Dubrule,2.9,100,3.8,Philosophy
Andrew Brook,3.4,100,4.6,Philosophy
Peter Buist,3.7,82,3.0,Science
Glenn MacRae,3.2,63,3.3,Mechanical Engineering
Marcus Phillips,2.5,50,4.0,Geography
Riham Mohamed,3.0,100,4.0,Computer Science
Mokhtar Beldjehem,2.0,0,3.0,Systems & Computer Engineering
Shelley Parlow,2.8,34,3.0,Psychology
Imran Ahmad,3.5,100,2.0,Systems & Computer Engineering
Marie-Catherine Allard,4.2,75,3.1,Comparative Literature
Bill Lawson,3.3,0,3.9,Business
Amy Conroy,3.0,75,3.4,Law
Clara Morgan,4.2,100,3.0,Political Science
William Hipson,5.0,100,2.5,Psychology
Quentin Gall,3.8,47,2.3,Earth Science
James Casteel,3.8,80,2.2,History
Saira Fitzgerald,1.0,0,4.0,Applied Language Studies
Amir Khataie,3.0,100,1.0,Business
Fred Nitzsche,2.1,0,3.7,Engineering
Braden Gregory,1.0,0,5.0,Earth Science
Michel Vallee,3.1,100,3.1,Criminal Justice
Dylan McGuinty,2.0,0,3.0,Law
Devin Shaw,3.7,80,3.0,Philosophy
Leslie-Anne Keown,4.2,70,2.8,Sociology
Yoko Azuma,4.5,100,2.1,Languages
Ata Khan,2.7,0,2.3,Engineering
Aubrey Anable,3.9,78,3.2,Film
Maeve McMahon,2.7,36,2.0,Law
Kimberley Sigouin,4.1,72,3.1,English
Patricia Ballamingie,4.1,100,2.6,Geography
Susan Yamamoto,4.0,100,3.0,Criminology
Jim Cheetham,3.5,67,2.9,Science
Michael Moore,4.3,100,3.7,Mathematics
Julia Wallace,3.5,67,2.3,Physics
Neil Thornton,2.3,0,3.2,History
Yoon Jeoung ko,5.0,100,1.0,Civil Engineering
Anna Khimasia,4.3,80,3.5,Art History
Darrel Herauf,3.8,67,3.5,Business
Houman Hanachi,4.7,100,3.3,Engineering
Bill Skidmore,4.5,74,2.0,Humanities
Tony White,3.3,34,4.3,Computer Science
J. David Miller,2.1,34,3.9,Chemistry
Sylvain Cornac,2.0,0,4.0,History
Barry Leighton,3.4,0,3.0,Law
Milica Stojmenovic,5.0,100,2.3,Computer Science
Ahmet Kandakoglu,5.0,100,1.0,Business
Claudia Schroder-Adams,2.8,63,3.9,Geology
Charles Doutrelepont,4.2,84,1.9,French
Zafor Ahmed,5.0,100,3.7,Business
Hemanta Adhikary,5.0,100,3.0,Biology
Tarek Kaya,3.3,100,3.4,Engineering
Victoria Bromley,3.0,0,3.1,Women's Studies
Parisa Hemmatabadi,5.0,100,1.0,English As A Second Language
Erin McCuaig,3.8,78,3.0,Sociology & Anthropology
Javier Gomez,4.0,100,2.0,Economics
Connie Kristensen,4.0,50,2.5,Psychology
Richard Mann,4.4,86,3.1,Religion
Michael Audette-Longo,3.0,50,3.2,Communication
Tyler Attwood,4.5,50,2.3,Political Science
Wanchen Lee,1.0,0,5.0,Statistics
Y.A. Bennett,4.1,64,3.2,History
Lucas Jurkovic,3.8,70,2.5,Mechanical Engineering
Amanda Joy,4.1,84,2.6,Anthropology
Tieja Thomas,4.4,93,2.7,Communication
Sukeshi Kamra,2.6,100,3.8,English
Waller Newell,3.5,100,4.5,Political Science
Stephen Davies,3.9,50,2.1,Business
Kyle Paquette,4.8,100,2.2,Psychology
Mike Donkers,3.2,50,2.8,Physics
Aisha Geissinger,4.0,100,3.3,Religion
Moses Kiggundu,2.6,34,3.4,Business
Vlasios Melessanakis,4.8,100,2.9,Public Administration
Paul Straznicky,4.3,50,3.8,Engineering
James Day,2.0,0,5.0,Engineering
Patrice Smith,4.8,100,2.0,Psychology
Ana-Maria Cretu,5.0,100,2.5,Systems amp Computer Engineering
Michelle Laing,3.0,34,4.3,Economics
Jacquie Ballantine,4.5,90,2.9,Linguistics
Simon Chan,4.5,100,4.2,Biology
Tom Duxbury,3.4,0,1.6,Business
Martin Hicks,2.0,0,4.0,Anthropology
Aalya Ahmad,3.0,20,3.3,Women's Studies
Dan Madularu,4.0,50,3.0,First Year Seminar
John Vierula,2.5,100,4.2,Biology
Gerhard Roth,4.0,100,3.0,Computer Science
Steve Wilson,4.3,100,2.5,Humanities
Bianca Briciu,2.7,50,3.0,Film
Neil Sargent,3.4,84,3.0,Law
William Clements,2.8,20,3.3,Business
Biana della Zazzera,3.5,72,2.5,Spanish
Lise Paquet,3.0,45,3.6,Psychology
Rachelle Thibodeau,3.7,67,4.0,Psychology
Betina Kuzmarov,3.7,50,2.4,Law
Umar Kumar,3.7,0,2.2,Business
Samantha King,4.0,67,2.8,Neuroscience
David Pringle,4.3,75,3.3,Economics
Christopher Dornan,3.4,84,3.1,Communication
Danielle Taylor,5.0,100,2.5,English
Nasreen Rajani,5.0,100,2.0,Communication
Curtis Meister,5.0,100,3.0,Mechanical Engineering
John Bryant,3.0,0,3.4,Engineering
Joanna Smith,4.0,67,3.3,Journalism Communication
Yeremia Djaja,1.0,0,5.0,Information Technology
Rebecca Stiles,3.0,0,4.0,Business
Nicholas Lamb,3.8,79,2.9,Legal Studies
Luciara Nardon,3.3,25,3.4,Business
Monica Patterson,4.7,100,3.3,Interdisciplinary Studies
Mehdi Ammi,3.3,75,3.7,Public Affairs
Leslie Pal,4.7,100,3.0,Public Policy
Kyle Biggar,5.0,100,2.7,Biochemistry
Atma Shrestha,1.3,0,3.0,Business
Noriyeh Rahbari,4.5,100,2.3,Psychology
Matthew Rushton,4.4,86,2.4,French
Z. A. Crook,3.8,0,2.8,Classics
Hamed Mousavi,4.8,100,3.5,Political Science
Georgina Grosenick,4.2,50,3.1,Communication
Pat Whiting,3.4,34,3.7,English
Angel Mackenzie,4.7,100,3.4,Psychology
Jo-Anne Lefevre,3.7,0,2.7,Psychology
Zafer Aygin,3.9,60,3.3,Mathematics
Trevor Smith,4.6,100,3.0,Communication
Yavar Hameed,4.0,67,3.3,Law
Marieka Sax,3.3,0,2.2,Anthropology
Jennifer Adese,4.4,100,3.2,Canadian Studies
Andrew Schoenrock,3.5,75,3.1,Computer Science
Brendan LaRocque,4.0,100,3.0,History
Vinod Kumar,4.1,100,3.0,Business
Eduardo Soto,3.7,67,3.0,Information Technology
Ali Etemad,4.6,100,3.0,Information Technology
Catherine Smith,4.7,67,2.3,Psychology
Itre Mtalai,2.0,50,3.5,Statistics
Zinedine Jina-Pettersen,5.0,100,4.0,Statistics
Veldon Coburn,3.0,50,3.0,Art History
Qiu Chen,4.0,80,2.7,Business
Anh Pham,4.0,63,3.4,Civil Engineering
Susan Bertram,3.7,50,2.6,Biology
Radovan Vadovic,4.1,100,3.3,Economics
Jeremy Paltiel,2.7,40,3.1,Political Science
Adolphine Aggor-Boateng,2.0,50,3.0,Anthropology
Daniel Tubb,4.8,100,3.0,Anthropology
Amanda Clarke,3.0,0,3.5,Public Policy
Jorge Lopez,3.5,50,4.5,Business
Thor Jodoin,3.8,100,4.2,Mechanical Engineering
Clare Dale,4.3,0,2.8,History
Dariush Motazedian,4.2,100,2.9,Earth Science
Renata De Pourbaix,4.3,75,2.3,English As A Second Language
Anna Dammart,3.1,34,3.1,Economics
Ana Dammert,2.0,34,3.3,Economics
Melanie Coulson,5.0,100,3.3,Journalism & Communication
Paul Jasen,3.5,75,3.0,Communication
J.P. Corriveau,2.9,19,4.5,Computer Science
Aldo Petosa,4.2,67,3.2,Engineering
Michael Petite,5.0,100,4.0,Political Science
Evelyn Maeder,4.0,0,3.4,Criminology
Elinor Sloan,2.7,39,2.8,Political Science
Abass Braimah,3.2,50,2.8,Civil Engineering
Alan Stephenson,5.0,100,3.0,Political Science
Cristina Rojas,3.0,100,2.6,International Politics
Eva Schnitzer,3.0,67,3.1,Languages
Alyssa Woods,4.0,100,1.9,Music
Jamal Abdali,2.2,30,2.7,Computational Science
Giancarlo Mangone,3.5,67,3.3,Architecture
Marianna Lytova,2.6,34,3.3,Mathematics
Allan Ryan,3.4,60,2.9,Anthropology
Tammy Bernasky,1.0,0,3.0,Child & Family Studies
Aleksandra Bennett,4.7,100,2.6,History
Branden MacInnis Morris,4.7,100,2.3,Economics
Beth Robertson,4.0,67,2.0,First Year Seminar
Carol Rowan,3.0,40,2.2,Child amp Family Studies
Irwin Reichstein,2.5,100,3.1,Computer Science
Luis Ribes,4.2,100,2.9,Mathematics
Frank Dehne,3.8,50,3.9,Computer Science
Joanna Pozzulo,3.7,100,3.3,Psychology
Marie Veilleux,3.4,0,2.7,French
John Gales,4.6,100,2.6,Civil Engineering
Derek Olmstead,4.2,100,2.7,Economics
Richard MacPhail,3.7,84,2.8,Religion
Richard Clayman,4.7,100,3.2,Business
Etienne Rollin,4.7,100,2.1,Physics
Mark Allen,3.4,100,3.1,Communication
Lani Haque,2.0,0,2.8,Mathematics
Joyce Lundberg,3.1,67,3.8,Geography
Mike Blanchfield,2.0,0,4.0,Journalism amp Communication
Bonti-Ankomah Samuel,5.0,100,2.0,Economics
A.O.A Halim,3.9,0,2.9,Engineering
Nick Rowe,3.4,78,2.9,Economics
Michel Rod,2.4,0,3.0,Business
Abdelgader Legnain,5.0,100,1.0,Systems Engineering
Wahida Chowdhury,2.5,50,2.5,Cognitive Science
Tokunbo Ojo,3.1,34,3.9,Journalism & Communication
Emmanuel Benhin,2.8,0,3.2,Statistics
Karen Lawford,3.0,40,2.6,Women's Studies
Sandra Warren,3.3,67,3.0,Chemistry
Chris Beall,5.0,100,4.0,Public Policy
Andrew Speirs,3.8,100,3.2,Mechanical Engineering
Janice Freamo,3.0,0,4.0,Political Science
Natalia Rydel,4.5,100,4.0,Business
Rimple Sandhu,3.0,0,3.0,Civil Engineering
Claudiu Tunea,4.0,100,3.0,Economics
Ivan Semeniuk,3.0,100,3.0,Journalism & Communication
Laurent Corbeil,2.8,100,2.5,History
Trevor Pearce,3.6,0,3.8,Engineering
Maxime Clarke,3.3,100,2.5,International Affairs
Alana Greaves,4.4,86,2.2,Chemistry
Ning Guo,4.0,100,3.5,Civil Engineering
Jade Yu Han,4.0,100,3.0,Business
Dorina Petriu,3.5,100,2.6,Computer Science
Gerald Buchanan,3.3,25,3.1,Chemistry
Bahaa Sunallah,4.0,87,3.0,Law
Sam Bottomley,4.3,100,2.5,Political Science
Nikolai Chepelev,2.0,0,4.0,Biochemistry
Shana Cameron,1.0,0,5.0,Biochemistry
Marcel Jesensky,1.9,0,2.7,History
Yang Song,1.0,0,5.0,Mathematics
Meral Tan,2.0,25,3.8,Law
Greg Fisher,4.6,100,2.4,Classics
Frank Ohemeng,2.5,50,1.7,Business
John Chinneck,4.3,75,3.5,Engineering
Umut Oumlzsu,4.0,100,3.0,Law
Jasvardan Sethi,5.0,100,4.0,Mechanical Engineering
Shirley Mills,4.5,100,3.1,Mathematics
Craig Merrett,3.1,67,3.8,Engineering
Vijay Jog,2.5,100,4.6,Business
Robert Biddle,4.3,60,3.4,Computer Science
Darren Pacione,3.5,100,3.7,Law
Gulden Ozcan,3.5,0,2.5,Law
Roy Laird,3.6,67,4.0,History
Mitsuyo Wada-Marciano,2.5,34,3.2,Film
Rob Holton,4.3,100,2.8,English
Rouba Alfattal,5.0,100,3.0,Political Science
Abdolreza Shirvani,3.0,100,2.0,Not Specified
Sarah McVie,3.0,50,3.5,English
Julie Brennan,3.1,100,3.1,Biology
Amanda Wilson,1.5,0,3.5,Sociology amp Anthropology
Beth Thompson,3.3,58,2.6,English As A Second Language
Mika Posen,5.0,100,2.0,Music
Sohrab Abizadeh,3.4,0,3.3,Economics
Chris Ziraldo,5.0,100,2.7,Information Technology
Michel Barbeau,3.3,56,3.1,Computer Science
Christopher Smelser,5.0,100,2.0,Information Technology
Adriana Poloz,5.0,100,2.5,Law
Nasim Sydee,3.3,0,2.6,Economics
Mark Wolfgram,3.4,100,3.1,Political Science
Peter Hodgins,4.2,100,3.0,Canadian Studies
Ginette Thomas,1.0,0,3.0,Social Work
Chris Hurl,3.9,100,2.3,Law
Satyendra Singh,3.0,100,5.0,Business
Chantal Trudel,5.0,0,3.0,Industrial Design
Ajay Parasram,4.7,100,3.0,Political Science
Deniz Karman,4.1,100,3.2,Engineering
Ahalya Sivathayalan,3.0,100,2.8,Statistics
Simona Storchi,4.0,67,3.3,Italian
Parisa Pourkarimi,4.2,80,2.4,Economics
Yiqiang Zhao,3.8,100,2.1,Mathematics
Paul Keen,4.6,100,3.3,English
Rui Zhao,4.5,100,3.0,Engineering
Josephine Nielsen,1.7,0,2.3,Philosophy
Lois Frankel,2.5,100,3.2,Engineering
Sander Verdonschot,5.0,100,5.0,Computer Science
Emese Bukor,2.8,10,3.3,English
Soheila Bashardoust Tajali,2.7,0,3.1,Computer Science
Jussi Helava,4.5,100,2.6,Biology
Yasmine Samia,3.5,50,3.2,Mathematics
Kate Whitfield,3.0,100,1.0,Engineering
Dan Patterson,4.4,100,2.7,Geography
B.S. Elliot,2.9,40,3.9,History
Norma Greenaway,4.5,100,2.3,Journalism
Donna Patrick,3.3,50,2.4,Anthropology
Deborah Komarnisky,4.0,50,3.5,Law
Rick Taylor,3.7,100,2.2,English
Aleksandra Subic,4.0,50,1.5,Philosophy
Dina Salha,4.0,0,3.2,Communication
Omar Abdelalim,3.0,50,2.5,Civil Engineering
Josephine Neilson,1.0,0,4.0,Philosophy
Calum Carmichael,4.4,0,3.1,Political Science
Esen Ozbek,5.0,100,2.7,History
Mojtaba Ahmadi,3.8,0,2.4,Engineering
Manuella Vincter,4.5,100,2.3,Physics
Sandra Campbell,3.3,100,2.4,Women's Studies
Chi Wan,3.9,100,3.1,Economics
Rob Langlois,3.5,0,3.6,Engineering
Kody Wilson,1.0,0,5.0,Business
Kamel Fantazy,4.2,100,3.0,Business
Irfan Butt,3.7,100,2.7,Business
Jay Drydyk,4.6,50,2.3,Philosophy
Heidi Maibom,3.1,0,2.9,Philosophy
Anna Shkuropat,2.8,100,3.3,Economics
Kaleem Mahmood,3.0,0,3.0,Business
Cynthia Benoit,4.0,100,2.0,Applied Language Studies
Thomas Juneau,4.4,0,3.0,Political Science
Harsha V. Dehejia,2.4,100,3.6,Theology
Laura Dunbar,5.0,100,1.0,English
Shelley Appleby-Ostroff,3.8,0,3.2,Law
Steve Godfrey,2.0,50,3.0,Science
Kerry Abel,3.1,100,2.9,History
Ash Asudeh,3.2,100,3.9,Cognitive Science
Erin Dej,4.6,100,2.8,Criminology
Ross Eaman,4.5,100,1.8,Communication
Michael McCulloch,5.0,100,3.0,Public Policy
Klaus Pohle,3.5,50,2.8,Communication
David Hamilton,4.1,50,2.5,English
Sterling Somers,4.6,100,1.7,Cognitive Science
Aliaa Dakroury,3.0,0,2.6,Communication
Caroline El-Chaar,4.4,80,3.4,Mathematics
Colleen Armstrong,2.0,0,4.0,Business
Raili Pollanen,3.0,50,3.0,Business
R.Carter Elwood,4.3,100,3.3,History
Mandana Armer,4.8,100,3.3,Psychology
Charlotte Hoelke,3.7,67,3.0,Canadian Studies
Stephan Gruber,4.3,100,3.5,Geography
Pamela Grassau,4.3,100,3.1,Social Work
Georgia Kafka,2.3,100,3.7,Classics
B J Oommen,3.5,0,2.3,Computer Science
Rasha Sakr,1.4,0,4.2,Mathematics
Gulraze Wakil,3.3,43,3.2,Business
Caleb Chaplin,5.0,100,2.3,Political Science
Viktoriya Thomson,3.0,50,3.2,Political Science
Ifeyinwa Mbakogu,3.5,75,3.3,Social Work
Jonathan Nilsson,4.8,100,2.8,Mathematics
Erin Oldford,4.2,80,3.6,Business
Heng Xu,3.0,34,2.8,Economics
Maureen Cech,3.0,0,2.9,Social Work
Derek Ireland,4.5,100,2.6,Public Affairs
Justin Stefanik,2.5,34,3.8,Environmental Studies
Taqi Shatnawi,3.5,72,3.0,Mathematics
Claudio Qureshi,1.0,0,4.0,Mathematics
Travis Decook,3.5,80,3.0,English
Merridee Bujaki,2.5,50,4.0,Business
Adrian Smith,2.4,40,3.9,Law
Kobana Abukari,4.7,100,3.0,Business
Vincent Basseville,2.7,100,3.3,Languages
Debra Graham,2.8,34,3.2,Women's Studies
Roger Blockley,3.4,50,2.7,Classics
Haitham Tamim,3.3,40,2.6,Business
Ted Gruszecki,4.0,50,2.6,Economics
Jamie Long,5.0,100,2.5,Journalism Communication
Maryam Sohrabi,5.0,100,4.0,Mathematics
Chantal Dion,3.7,100,3.5,Languages
Cristina Martinez,4.1,100,2.2,Art History
Christopher Stoney,4.7,100,2.0,Political Science
Arun Thangaraj,5.0,100,3.0,Public Policy
David Hutchinson,2.7,50,2.8,Engineering
Anne Laubstein,3.6,100,3.6,Languages
Michael Vertolli,5.0,100,4.0,Cognitive Science
Andre Loiselle,4.5,100,2.3,Fine Arts
Abel Dasylva,3.0,100,3.0,Statistics
Tom Darby,3.2,100,3.6,Political Science
John Kidd,4.7,100,2.0,Languages
Marzena Cedzynski,4.7,100,2.7,Business
Loreta Gudynaite-Savitch,5.0,100,1.0,Biology
J.J. Gahan,3.9,100,2.3,Classics
Sherif Ahmed,4.0,100,1.0,Systems Computer Engineering
Dwight Deugo,3.9,100,3.2,Computer Science
Jennifer Gilbert,4.5,100,2.4,Sociology
Tim Cook,5.0,100,2.3,History
Paul Kendrick,2.3,100,2.6,Business
Erinn Squires,4.8,100,2.2,Psychology
Sam Dube,4.9,100,1.8,Mathematics
Garry Tarr,4.8,100,1.7,Engineering
Brian Cousens,4.8,100,2.4,Earth Science
Anthony Q Aboagye,1.1,0,4.1,Business
Mohammad Rahmatian,2.9,50,2.7,Business
Peter Buist,4.2,0,3.3,Chemistry
Burton Blais,5.0,100,1.0,Biochemistry
Kirsten Kozolanka,1.9,0,3.7,Journalism & Communication
Karen March,2.2,17,3.2,Anthropology
Dwight Barnaby,4.0,100,2.1,Law
Robin Langerak,3.7,75,3.3,Psychology
Krista Hayes,4.2,100,2.4,Psychology
Diana Majury,3.3,40,3.5,Law
Matthew McKean,4.6,100,2.6,History
Daniel Burnside,4.8,100,2.7,Biology
John Armitage,2.7,0,3.1,Physics
Tom Sherwood,4.3,67,2.8,Sociology & Anthropology
Paul Adams,3.2,50,3.4,Journalism
Roberta Sinclair,3.1,100,4.0,Criminal Justice
Claire Owen,4.7,100,2.7,Applied Linguistics Discourse Studies
Jack Hicks,4.9,100,1.8,Child & Family Studies
Kurt Jensen,3.6,100,2.3,Political Science
Yoko Azuma-Prikryl (p) Yoko Azuma-Prikryl (p),4.9,100,1.4,Japanese
Rosemarie Hoey,2.9,100,3.0,English
Brian Laughton,3.5,100,3.0,Engineering
Paul Haddow,2.3,20,3.0,Economics
Roger Mesley,4.2,0,3.2,Fine Arts
Wayne Eagles,5.0,100,2.0,Music
Julia Carey,3.0,0,4.4,English As A Second Language
Wladimir Zanoni,4.5,100,2.0,Economics
Laura Stuart,4.4,100,3.5,Science
Heather Pyman,2.9,50,2.8,Communication
Janet Tulloch,2.2,100,3.2,Classics
Wayne Boone,4.2,100,4.1,International Affairs
Katherine Eastwood,3.2,100,3.6,English As A Second Language
Peter Thompson,4.4,50,2.2,Canadian Studies
Sarah MacFadyen,4.5,100,2.0,Journalism Communication
Julie Lepine,5.0,100,1.7,English As A Second Language
Shaobo Ji,3.9,0,2.0,Business
Mohsen Haghbin,1.7,0,3.7,Psychology
Sarah Casteel,3.9,50,3.0,English
Karelyn Davis,3.7,67,2.7,Statistics
Susanne Klausen,3.7,100,2.0,History
Ghada Mohamed,3.0,100,2.8,Economics
Alda Kokallaj,4.0,100,3.0,Political Science
Sylvie Jasen,4.0,100,3.3,Film
Victor Aitken,4.7,100,2.2,Engineering
Sadaquat Junayed,3.0,100,2.7,Cognitive Science
P.J. Watson,3.2,0,3.2,Physics
Adam Kingsbury,4.8,100,2.1,Psychology
Donald Hall,3.9,0,1.7,Business
Allan Moscovitch,4.3,100,3.6,Social Work
Robert Ware,2.5,50,4.0,Philosophy
Jan Fedorowicz,4.3,50,2.6,History
Graeme Auld,3.5,100,3.0,Public Policy
Tuuila Law,2.0,0,4.0,Women's Studies
Slater Robert,5.0,100,4.0,Engineering
Michael MacNeil,3.3,0,3.1,Law
Mary Gick,3.0,100,3.9,Psychology
Graham Smart,4.6,100,1.6,Languages
Caroline Page,4.5,100,4.0,Psychology
Mikhail Zherebtsov,3.0,0,2.6,Political Science
Ling XU,2.6,0,1.5,Computer Science
Juan Salinas,4.5,100,2.3,Engineering
Nick Korhonen,4.0,100,4.0,Business
Gregory Doyle,4.5,100,2.6,Mathematics
Marianne Lytova,1.0,0,3.5,Mathematics
Antinino Mazza,3.4,0,2.6,Italian
Aziz Nasher,4.0,100,3.2,Business
Cameron Sabadoz,4.5,100,4.0,Business
David Cray,4.4,100,2.8,Business
Jennifer Stewart,2.6,0,3.0,Public Policy
Alexandra Mallett,4.0,100,1.5,Public Policy
Robbie Atchinson,4.2,100,1.7,Psychology
